City,Venue,Venue Latitude,Venue Longitude,Venue Category
Luik,Darius Café,50.64104322893797,5.574660737663232,Coffee Shop
Luik,Le Forum de Liège,50.64125968900928,5.570139999775685,Theater
Luik,"Musée ""La Boverie""",50.62761255893668,5.577224312917771,Art Museum
Luik,Maison Leblanc (Liège Centre),50.642620994785766,5.572177589259851,Butcher
Luik,Wine Note,50.639277220151286,5.5735160526666165,Tapas Restaurant
Luik,Frenz Tasty Bar,50.64231002849563,5.568637868962939,Sandwich Place
Luik,La Cafétaria,50.6404,5.5694,Restaurant
Luik,DoNuts Liège,50.6418,5.57378,Donut Shop
Luik,Passerelle La Belle Liégeoise,50.62804731849596,5.574284791946411,Bridge
Luik,La Cour St-Jean,50.64159526224626,5.569372358334715,Bar
Luik,Caffé Internazionale,50.64256198610289,5.569185091772427,Coffee Shop
Luik,Altro Maccheroni,50.64030541376336,5.572543782901953,Restaurant
Luik,Le verre bouteille,50.64265296129634,5.569347701438269,Wine Bar
Luik,L'écailler Restaurant,50.64250546372108,5.57056707450993,French Restaurant
Luik,The Kitchen,50.640704194750406,5.568340184748828,Restaurant
Luik,Place Cathédrale (Place de la Cathédrale),50.641041393715454,5.57133760519927,Plaza
Luik,Cinéma Sauvenière,50.64342410957389,5.568506286458607,Multiplex
Luik,Friterie Restaurant du Longdoz,50.63716629102268,5.579224294962872,Friterie
Luik,Le Pain Quotidien,50.641088551489744,5.570733093254148,Breakfast Spot
Luik,Rituals,50.64257924747151,5.571603460512334,Cosmetics Shop
Luik,La Cité Miroir,50.64383653876466,5.567986317776916,Museum
Luik,Life Style Fitness,50.641896355549555,5.564727450627667,Gym / Fitness Center
Luik,Get Your Mug.,50.63950378539678,5.57363962743466,Coffee Shop
Luik,Le Far West,50.641361014180774,5.568834709662972,Bar
Luik,Al'binète,50.64134776046049,5.5750748776565855,Food & Drink Shop
Luik,Jean-Pierre,50.62750259717216,5.566645549108991,Bakery
Luik,Kazabulles,50.64250057689924,5.5730681684290655,Bookstore
Luik,Squash 22,50.62743157077537,5.570017753192723,Athletics & Sports
Luik,Duck,50.64190923775525,5.569453808654324,Boutique
Luik,Comédie En Ile,50.63798018126173,5.5810732519457,Comedy Club
Luik,Le Brasilia,50.640402146110574,5.569515068680378,Brazilian Restaurant
Luik,War Zone,50.64205765715674,5.567914046585696,Bar
Luik,L'Atelier Pâtes,50.62781716820612,5.567067780278204,Italian Restaurant
Luik,Brasserie Sauvenière,50.6435792453608,5.568336748787375,Brewery
Luik,Concordia,50.62646991129314,5.5661146073783385,French Restaurant
Luik,Café Brasil,50.63951940521618,5.58240997158467,Lounge
Luik,Alla Grappa Pizza,50.64419156552423,5.575501584881351,Italian Restaurant
Luik,Namaste India,50.62708341620959,5.565401192564985,Indian Restaurant
Luik,Place St Jacques,50.63766142374091,5.569680918614276,Plaza
Luik,Le Mékong,50.63993901083927,5.581897375158919,Vietnamese Restaurant
Luik,La Parra,50.642651389957585,5.576774210745953,Wine Bar
Luik,Sava Restaurant,50.643488890903896,5.5738523202677905,Restaurant
Luik,Cuccinella,50.64229075298988,5.568337809195993,Italian Restaurant
Luik,LaOuna Restaurant,50.64113903681535,5.579249088924274,Falafel Restaurant
Luik,Vincent Verlaine,50.64180316440791,5.570062047270636,Men's Store
Luik,Quê-Huong,50.63362300354883,5.58262617306008,Vietnamese Restaurant
Luik,BeerLovers' Café & Shop,50.645185059702904,5.575948567349818,Beer Bar
Luik,Le Bistr'Ô,50.643015910615425,5.568072687556035,Bistro
Luik,Poivre & Sel,50.64176257547749,5.573977505976123,Sandwich Place
