Frans,Nederlands,Duits,Begin,Einde,Name
Graide,-,-,01.01.0001,28.02.1977,Graide
Gros-Fays,-,-,01.01.0001,02.01.1965,Gros-Fays
Hamois,-,-,01.01.0001,31.12.9999,Hamois
Han-sur-Lesse,-,-,01.01.0001,01.01.1977,Han-sur-Lesse
Hastière-Lavaux,-,-,01.01.0001,03.01.1977,Hastière-Lavaux
Hastière-par-del^,-,-,01.01.0001,03.01.1977,Hastière-par-del^
Haut-le-Wastia,-,-,01.01.0001,06.01.1965,Haut-le-Wastia
Havelange,-,-,01.01.0001,31.12.9999,Havelange
Heer,-,-,01.01.0001,03.01.1977,Heer
Heure,-,-,01.01.0001,03.01.1977,Heure
Hogne,-,-,01.01.0001,03.01.1977,Hogne
Honnay,-,-,01.01.0001,31.01.1977,Honnay
Houdremont,-,-,01.01.0001,03.01.1977,Houdremont
Hour,-,-,01.01.0001,02.01.1977,Hour
Houx,-,-,01.01.0001,29.01.1965,Houx
Houyet,-,-,01.01.0001,31.12.9999,Houyet
Hulsonniaux,-,-,01.01.0001,02.01.1977,Hulsonniaux
Javingue,-,-,01.01.0001,31.01.1977,Javingue
Jemelle,-,-,01.01.0001,01.01.1977,Jemelle
Jeneffe (en-Condroz),-,-,01.01.0001,02.01.1977,Jeneffe (en-Condroz)
Laforêt,-,-,01.01.0001,04.01.1965,Laforêt
Lavaux-Sainte-Anne,-,-,01.01.0001,01.01.1977,Lavaux-Sainte-Anne
Leignon,-,-,01.01.0001,02.01.1977,Leignon
Lessive,-,-,01.01.0001,01.01.1977,Lessive
Lisogne,-,-,01.01.0001,02.01.1977,Lisogne
Louette-Saint-Denis,-,-,01.01.0001,01.02.1977,Louette-Saint-Denis
Louette-Saint-Pierre,-,-,01.01.0001,03.01.1977,Louette-Saint-Pierre
Maffe,-,-,01.01.0001,03.01.1977,Maffe
Malvoisin,-,-,01.01.0001,03.01.1977,Malvoisin
Martouzin-Neuville,-,-,01.01.0001,31.01.1977,Martouzin-Neuville
Méan,-,-,01.01.0001,02.01.1977,Méan
Membre,-,-,01.01.0001,04.01.1965,Membre
Mesnil-Eglise,-,-,01.01.0001,02.01.1977,Mesnil-Eglise
Mesnil-Saint-Blaise,-,-,01.01.0001,02.01.1977,Mesnil-Saint-Blaise
Miécret,-,-,01.01.0001,02.01.1977,Miécret
Mohiville,-,-,01.01.0001,29.01.1977,Mohiville
Monceau-en-Ardenne,-,-,01.01.0001,28.02.1977,Monceau-en-Ardenne
Mont,-,-,01.01.0001,04.01.1965,Mont
Mont-Gauthier,-,-,01.01.0001,01.01.1977,Mont-Gauthier
Mouzaive,-,-,01.01.0001,04.01.1965,Mouzaive
Nafraiture,-,-,01.01.0001,01.02.1977,Nafraiture
Naomé,-,-,01.01.0001,28.02.1977,Naomé
Natoye,-,-,01.01.0001,29.01.1977,Natoye
Nettinne,-,-,01.01.0001,03.01.1977,Nettinne
Noiseux,-,-,01.01.0001,03.01.1977,Noiseux
Oizy,-,-,01.01.0001,28.02.1977,Oizy
Onhaye,-,-,01.01.0001,31.12.9999,Onhaye
Orchimont,-,-,01.01.0001,01.02.1977,Orchimont
Patignies,-,-,01.01.0001,03.01.1977,Patignies
Pessoux,-,-,01.01.0001,02.01.1977,Pessoux
Petit-Fays,-,-,01.01.0001,05.01.1965,Petit-Fays
Pondrôme,-,-,01.01.0001,31.01.1977,Pondrôme
Porcheresse (en-Condroz),-,-,01.01.0001,02.01.1977,Porcheresse (en-Condroz)
Purnode,-,-,01.01.0001,01.01.1977,Purnode
Resteigne,-,-,01.01.0001,03.01.1977,Resteigne
Rienne,-,-,01.01.0001,03.01.1977,Rienne
Rivière,-,-,01.01.0001,02.01.1977,Rivière
Rochefort,-,-,01.01.0001,31.12.9999,Rochefort
Sart-Custinne,-,-,01.01.0001,03.01.1977,Sart-Custinne
Schaltin,-,-,01.01.0001,29.01.1977,Schaltin
Scy,-,-,01.01.0001,29.01.1977,Scy
Serinchamps,-,-,01.01.0001,02.01.1977,Serinchamps
Sinsin,-,-,01.01.0001,03.01.1977,Sinsin
Somme-Leuze,-,-,01.01.0001,31.12.9999,Somme-Leuze
Sommière,-,-,01.01.0001,01.01.1977,Sommière
Sorinnes,-,-,01.01.0001,02.01.1977,Sorinnes
Sovet,-,-,01.01.0001,02.01.1977,Sovet
Spontin,-,-,01.01.0001,01.01.1977,Spontin
Thynes,-,-,01.01.0001,02.01.1977,Thynes
Vencimont,-,-,01.01.0001,03.01.1977,Vencimont
Verlée,-,-,01.01.0001,02.01.1977,Verlée
Villers-sur-Lesse,-,-,01.01.0001,01.01.1977,Villers-sur-Lesse
Vonêche,-,-,01.01.0001,31.01.1977,Vonêche
Vresse,-,-,01.01.0001,01.02.1977,Vresse
Waillet,-,-,01.01.0001,03.01.1977,Waillet
Wancennes,-,-,01.01.0001,31.01.1977,Wancennes
Wanlin,-,-,01.01.0001,02.01.1977,Wanlin
Warnant,-,-,01.01.0001,06.01.1965,Warnant
Waulsort,-,-,01.01.0001,03.01.1977,Waulsort
Wavreille,-,-,01.01.0001,01.01.1977,Wavreille
Weillen,-,-,01.01.0001,01.01.1977,Weillen
Wiesme,-,-,01.01.0001,31.01.1977,Wiesme
Willerzie,-,-,01.01.0001,03.01.1977,Willerzie
Winenne,-,-,01.01.0001,31.01.1977,Winenne
Yvoir,-,-,01.01.0001,31.12.9999,Yvoir
Hastière,-,-,03.01.1977,31.12.9999,Hastière
Vresse-sur-Semois,-,-,01.02.1977,31.12.9999,Vresse-sur-Semois
Aische-en-Refail,-,-,01.01.0001,31.01.1977,Aische-en-Refail
Aisemont,-,-,01.01.0001,02.01.1977,Aisemont
Andenne,-,-,01.01.0001,31.12.9999,Andenne
Arbre (Namur),-,-,01.01.0001,02.01.1977,Arbre (Namur)
Arsimont,-,-,01.01.0001,01.01.1977,Arsimont
Assesse,-,-,01.01.0001,31.12.9999,Assesse
Auvelais,-,-,01.01.0001,01.01.1977,Auvelais
Balâtre,-,-,01.01.0001,02.01.1977,Balâtre
Beez,-,-,01.01.0001,01.01.1977,Beez
Belgrade,-,-,01.01.0001,01.01.1977,Belgrade
Beuzet,-,-,01.01.0001,02.01.1977,Beuzet
Bierwart,-,-,01.01.0001,03.01.1977,Bierwart
Biesme (Nam.),-,-,01.01.0001,02.01.1977,Biesme (Nam.)
Bois-de-Villers,-,-,01.01.0001,02.01.1977,Bois-de-Villers
Bolinne,-,-,01.01.0001,31.01.1977,Bolinne
Boneffe,-,-,01.01.0001,31.01.1977,Boneffe
Boninne,-,-,01.01.0001,01.01.1977,Boninne
Bonneville,-,-,01.01.0001,10.02.1977,Bonneville
Bossière,-,-,01.01.0001,02.01.1977,Bossière
Bothey,-,-,01.01.0001,02.01.1977,Bothey
Bouge,-,-,01.01.0001,01.01.1977,Bouge
Bovesse,-,-,01.01.0001,03.01.1977,Bovesse
Branchon,-,-,01.01.0001,31.01.1977,Branchon
Champion,-,-,01.01.0001,01.01.1977,Champion
Cognelée,-,-,01.01.0001,01.01.1977,Cognelée
Corroy-le-Château,-,-,01.01.0001,02.01.1977,Corroy-le-Château
Cortil-Wodon,-,-,01.01.0001,03.01.1977,Cortil-Wodon
Courrière,-,-,01.01.0001,03.01.1977,Courrière
Coutisse,-,-,01.01.0001,10.02.1977,Coutisse
Crupet,-,-,01.01.0001,03.01.1977,Crupet
Daussoulx,-,-,01.01.0001,01.01.1977,Daussoulx
Dave,-,-,01.01.0001,01.01.1977,Dave
Denée,-,-,01.01.0001,02.01.1977,Denée
Dhuy,-,-,01.01.0001,31.01.1977,Dhuy
Eghezée,-,-,01.01.0001,31.12.9999,Eghezée
Emines,-,-,01.01.0001,03.01.1977,Emines
Ermeton-sur-Biert,-,-,01.01.0001,02.01.1977,Ermeton-sur-Biert
Ernage,-,-,01.01.0001,05.01.1965,Ernage
Erpent,-,-,01.01.0001,01.01.1977,Erpent
Evelette,-,-,01.01.0001,03.01.1977,Evelette
Falisolle,-,-,01.01.0001,01.01.1977,Falisolle
Faulx-les-Tombes,-,-,01.01.0001,02.01.1977,Faulx-les-Tombes
Flawinne,-,-,01.01.0001,01.01.1977,Flawinne
Florée,-,-,01.01.0001,03.01.1977,Florée
Floreffe,-,-,01.01.0001,31.12.9999,Floreffe
Floriffoux,-,-,01.01.0001,02.01.1977,Floriffoux
Forville,-,-,01.01.0001,03.01.1977,Forville
Fosses-la-Ville,-,-,01.01.0001,31.12.9999,Fosses-la-Ville
Franc-Waret,-,-,01.01.0001,03.01.1977,Franc-Waret
Franière,-,-,01.01.0001,02.01.1977,Franière
Furnaux,-,-,01.01.0001,02.01.1977,Furnaux
Gelbressée,-,-,01.01.0001,01.01.1977,Gelbressée
Gembloux,-,-,01.01.0001,02.01.1977,Gembloux
Gesves,-,-,01.01.0001,31.12.9999,Gesves
Goesnes,-,-,01.01.0001,03.01.1977,Goesnes
Grand-Leez,-,-,01.01.0001,02.01.1977,Grand-Leez
Grand-Manil,-,-,01.01.0001,05.01.1965,Grand-Manil
Graux,-,-,01.01.0001,02.01.1977,Graux
Haillot,-,-,01.01.0001,03.01.1977,Haillot
Haltinne,-,-,01.01.0001,02.01.1977,Haltinne
Ham-sur-Sambre,-,-,01.01.0001,02.01.1977,Ham-sur-Sambre
Hanret,-,-,01.01.0001,31.01.1977,Hanret
Hemptinne (lez-Eghezée),-,-,01.01.0001,03.01.1977,Hemptinne (lez-Eghezée)
Hingeon,-,-,01.01.0001,03.01.1977,Hingeon
Isnes,-,-,01.01.0001,02.01.1977,Isnes
Jallet,-,-,01.01.0001,03.01.1977,Jallet
Jambes,-,-,01.01.0001,01.01.1977,Jambes
Jemeppe (sur-Sambre),-,-,01.01.0001,02.01.1977,Jemeppe (sur-Sambre)
Keumiée,-,-,01.01.0001,01.01.1977,Keumiée
Le Roux,-,-,01.01.0001,02.01.1977,Le Roux
Lesve,-,-,01.01.0001,02.01.1977,Lesve
Leuze (Longchamps),-,-,01.01.0001,31.01.1977,Leuze (Longchamps)
Liernu,-,-,01.01.0001,31.01.1977,Liernu
Ligny,-,-,01.01.0001,01.01.1977,Ligny
Lives-sur-Meuse,-,-,01.01.0001,01.01.1977,Lives-sur-Meuse
Longchamps (lez-Dhuy),-,-,01.01.0001,31.01.1977,Longchamps (lez-Dhuy)
Lonzée,-,-,01.01.0001,05.01.1965,Lonzée
Loyers,-,-,01.01.0001,01.01.1977,Loyers
Lustin,-,-,01.01.0001,02.01.1977,Lustin
Maillen,-,-,01.01.0001,03.01.1977,Maillen
Maizeret,-,-,01.01.0001,10.02.1977,Maizeret
Malonne,-,-,01.01.0001,01.01.1977,Malonne
Marche-les-Dames,-,-,01.01.0001,01.01.1977,Marche-les-Dames
Marchovelette,-,-,01.01.0001,03.01.1977,Marchovelette
Mazy,-,-,01.01.0001,02.01.1977,Mazy
Mehaigne,-,-,01.01.0001,31.01.1977,Mehaigne
Mettet,-,-,01.01.0001,31.12.9999,Mettet
Meux,-,-,01.01.0001,03.01.1977,Meux
Moignelée,-,-,01.01.0001,01.01.1977,Moignelée
Mornimont,-,-,01.01.0001,02.01.1977,Mornimont
Moustier (sur-Sambre),-,-,01.01.0001,02.01.1977,Moustier (sur-Sambre)
Mozet,-,-,01.01.0001,02.01.1977,Mozet
Namêche,-,-,01.01.0001,10.02.1977,Namêche
Namur,Namen,-,01.01.0001,31.12.9999,Namen
Naninne,-,-,01.01.0001,01.01.1977,Naninne
Noville-les-Bois,-,-,01.01.0001,03.01.1977,Noville-les-Bois
Ohey,-,-,01.01.0001,31.12.9999,Ohey
Onoz,-,-,01.01.0001,02.01.1977,Onoz
Perwez (lez-Haillot),-,-,01.01.0001,03.01.1977,Perwez (lez-Haillot)
Pontillas,-,-,01.01.0001,03.01.1977,Pontillas
Profondeville,-,-,01.01.0001,31.12.9999,Profondeville
Rhisnes,-,-,01.01.0001,03.01.1977,Rhisnes
Saint-Denis (Bovesse),-,-,01.01.0001,03.01.1977,Saint-Denis (Bovesse)
Saint-Gérard,-,-,01.01.0001,02.01.1977,Saint-Gérard
Saint-Germain,-,-,01.01.0001,31.01.1977,Saint-Germain
Saint-Marc,-,-,01.01.0001,01.01.1977,Saint-Marc
Saint-Martin,-,-,01.01.0001,02.01.1977,Saint-Martin
Saint-Servais,-,-,01.01.0001,01.01.1977,Saint-Servais
Sart-Bernard,-,-,01.01.0001,03.01.1977,Sart-Bernard
Sart-Eustache,-,-,01.01.0001,02.01.1977,Sart-Eustache
Sart-Saint-Laurent,-,-,01.01.0001,02.01.1977,Sart-Saint-Laurent
Sauvenière,-,-,01.01.0001,05.01.1965,Sauvenière
Sclayn,-,-,01.01.0001,10.02.1977,Sclayn
Sombreffe,-,-,01.01.0001,31.12.9999,Sombreffe
Sorée,-,-,01.01.0001,02.01.1977,Sorée
Sorinne-la-Longue,-,-,01.01.0001,03.01.1977,Sorinne-la-Longue
Sosoye,-,-,01.01.0001,02.01.1977,Sosoye
Soye,-,-,01.01.0001,02.01.1977,Soye
Spy,-,-,01.01.0001,02.01.1977,Spy
Suarlée,-,-,01.01.0001,01.01.1977,Suarlée
Tamines,-,-,01.01.0001,01.01.1977,Tamines
Taviers,-,-,01.01.0001,31.01.1977,Taviers
Temploux,-,-,01.01.0001,01.01.1977,Temploux
Thon,-,-,01.01.0001,10.02.1977,Thon
Tillier,-,-,01.01.0001,03.01.1977,Tillier
Tongrinne,-,-,01.01.0001,01.01.1977,Tongrinne
Upigny,-,-,01.01.0001,31.01.1977,Upigny
Vedrin,-,-,01.01.0001,01.01.1977,Vedrin
Velaine,-,-,01.01.0001,01.01.1977,Velaine
Vezin,-,-,01.01.0001,10.02.1977,Vezin
Villers-lez-Heest,-,-,01.01.0001,03.01.1977,Villers-lez-Heest
Vitrival,-,-,01.01.0001,02.01.1977,Vitrival
Waret-la-Chaussée,-,-,01.01.0001,31.01.1977,Waret-la-Chaussée
Warisoulx,-,-,01.01.0001,03.01.1977,Warisoulx
Wépion,-,-,01.01.0001,01.01.1977,Wépion
Wierde,-,-,01.01.0001,01.01.1977,Wierde
Sambreville,-,-,04.07.1978,31.12.9999,Sambreville
Fernelmont,-,-,03.01.1977,31.12.9999,Fernelmont
Gembloux-sur-Orneau,-,-,02.01.1977,01.01.1980,Gembloux-sur-Orneau
Jemeppe-sur-Sambre,-,-,02.01.1977,31.12.9999,Jemeppe-sur-Sambre
La Bruyère,-,-,03.01.1977,31.12.9999,La Bruyère
Gembloux,-,-,01.01.1980,31.12.9999,Gembloux
Basse-Sambre,-,-,01.01.1977,04.07.1978,Basse-Sambre
Agimont,-,-,01.01.0001,03.01.1977,Agimont
Anthée,-,-,01.01.0001,01.01.1977,Anthée
Aublain,-,-,01.01.0001,01.01.1977,Aublain
Berzée,-,-,01.01.0001,02.01.1977,Berzée
Biesmerée,-,-,01.01.0001,02.01.1977,Biesmerée
Boussu-en-Fagne,-,-,01.01.0001,01.01.1977,Boussu-en-Fagne
Brûly,-,-,01.01.0001,01.01.1977,Brûly
Brûly-de-Pesche,-,-,01.01.0001,01.01.1977,Brûly-de-Pesche
Castillon,-,-,01.01.0001,02.01.1977,Castillon
Cerfontaine,-,-,01.01.0001,31.12.9999,Cerfontaine
Chastrès,-,-,01.01.0001,02.01.1977,Chastrès
Clermont (lez-Walcourt),-,-,01.01.0001,02.01.1977,Clermont (lez-Walcourt)
Corenne,-,-,01.01.0001,02.01.1977,Corenne
Couvin,-,-,01.01.0001,31.12.9999,Couvin
Cul-des-Sarts,-,-,01.01.0001,01.01.1977,Cul-des-Sarts
Dailly,-,-,01.01.0001,01.01.1977,Dailly
Daussois,-,-,01.01.0001,01.01.1977,Daussois
Doische,-,-,01.01.0001,31.12.9999,Doische
Dourbes,-,-,01.01.0001,02.01.1977,Dourbes
Fagnolle,-,-,01.01.0001,02.01.1977,Fagnolle
Flavion,-,-,01.01.0001,02.01.1977,Flavion
Florennes,-,-,01.01.0001,31.12.9999,Florennes
Fontenelle,-,-,01.01.0001,02.01.1977,Fontenelle
Fraire,-,-,01.01.0001,02.01.1977,Fraire
Franchimont,-,-,01.01.0001,02.01.1977,Franchimont
Frasnes (lez-Couvin),-,-,01.01.0001,01.01.1977,Frasnes (lez-Couvin)
Gimnée,-,-,01.01.0001,02.01.1977,Gimnée
Gochenée,-,-,01.01.0001,02.01.1977,Gochenée
Gonrieux,-,-,01.01.0001,01.01.1977,Gonrieux
Gourdinne,-,-,01.01.0001,02.01.1977,Gourdinne
Hanzinelle,-,-,01.01.0001,02.01.1977,Hanzinelle
Hanzinne,-,-,01.01.0001,02.01.1977,Hanzinne
Hemptinne (lez-Florennes),-,-,01.01.0001,02.01.1977,Hemptinne (lez-Florennes)
Hermeton-sur-Meuse,-,-,01.01.0001,03.01.1977,Hermeton-sur-Meuse
Jamagne,-,-,01.01.0001,02.01.1977,Jamagne
Jamiolle,-,-,01.01.0001,02.01.1977,Jamiolle
Laneffe,-,-,01.01.0001,02.01.1977,Laneffe
Le Mesnil,-,-,01.01.0001,02.01.1977,Le Mesnil
Mariembourg,-,-,01.01.0001,01.01.1977,Mariembourg
Matagne-la-Grande,-,-,01.01.0001,02.01.1977,Matagne-la-Grande
Matagne-la-Petite,-,-,01.01.0001,02.01.1977,Matagne-la-Petite
Mazée,-,-,01.01.0001,02.01.1977,Mazée
Merlemont,-,-,01.01.0001,02.01.1977,Merlemont
Morialmé,-,-,01.01.0001,02.01.1977,Morialmé
Morville,-,-,01.01.0001,02.01.1977,Morville
Neuville,-,-,01.01.0001,02.01.1977,Neuville
Nismes,-,-,01.01.0001,02.01.1977,Nismes
Niverlée,-,-,01.01.0001,02.01.1977,Niverlée
Oignies-en-Thiérache,-,-,01.01.0001,02.01.1977,Oignies-en-Thiérache
Olloy-sur-Viroin,-,-,01.01.0001,02.01.1977,Olloy-sur-Viroin
Omezée,-,-,01.01.0001,02.01.1977,Omezée
Oret,-,-,01.01.0001,02.01.1977,Oret
Pesche,-,-,01.01.0001,01.01.1977,Pesche
Petigny,-,-,01.01.0001,01.01.1977,Petigny
Petite-Chapelle,-,-,01.01.0001,01.01.1977,Petite-Chapelle
Philippeville,-,-,01.01.0001,31.12.9999,Philippeville
Presgaux,-,-,01.01.0001,01.01.1977,Presgaux
Pry,-,-,01.01.0001,02.01.1977,Pry
Rognée,-,-,01.01.0001,02.01.1977,Rognée
Roly,-,-,01.01.0001,02.01.1977,Roly
Romedenne,-,-,01.01.0001,02.01.1977,Romedenne
Romerée,-,-,01.01.0001,02.01.1977,Romerée
Rosée,-,-,01.01.0001,02.01.1977,Rosée
Saint-Aubin,-,-,01.01.0001,02.01.1977,Saint-Aubin
Samart,-,-,01.01.0001,02.01.1977,Samart
Sart-en-Fagne,-,-,01.01.0001,02.01.1977,Sart-en-Fagne
Sautour,-,-,01.01.0001,02.01.1977,Sautour
Senzeilles,-,-,01.01.0001,01.01.1977,Senzeilles
Serville,-,-,01.01.0001,01.01.1977,Serville
Silenrieux,-,-,01.01.0001,02.01.1977,Silenrieux
Somzée,-,-,01.01.0001,02.01.1977,Somzée
Soulme,-,-,01.01.0001,02.01.1977,Soulme
Soumoy,-,-,01.01.0001,01.01.1977,Soumoy
Stave,-,-,01.01.0001,02.01.1977,Stave
Surice,-,-,01.01.0001,02.01.1977,Surice
Tarcienne,-,-,01.01.0001,02.01.1977,Tarcienne
Thy-le-Bauduin,-,-,01.01.0001,02.01.1977,Thy-le-Bauduin
Thy-le-Château,-,-,01.01.0001,02.01.1977,Thy-le-Château
Treignes,-,-,01.01.0001,02.01.1977,Treignes
Vaucelles,-,-,01.01.0001,02.01.1977,Vaucelles
Vierves-sur-Viroin,-,-,01.01.0001,02.01.1977,Vierves-sur-Viroin
Villers-Deux-Eglises,-,-,01.01.0001,01.01.1977,Villers-Deux-Eglises
Villers-en-Fagne,-,-,01.01.0001,02.01.1977,Villers-en-Fagne
Villers-le-Gambon,-,-,01.01.0001,02.01.1977,Villers-le-Gambon
Vodecée,-,-,01.01.0001,02.01.1977,Vodecée
Vodelée,-,-,01.01.0001,02.01.1977,Vodelée
Vogenée,-,-,01.01.0001,02.01.1977,Vogenée
Walcourt,-,-,01.01.0001,31.12.9999,Walcourt
Yves-Gomezée,-,-,01.01.0001,02.01.1977,Yves-Gomezée
Viroinval,-,-,02.01.1977,31.12.9999,Viroinval
Ministère des Communications,Ministerie van Verkeerswegen,Verkehrsministerium,01.01.0001,31.12.9999,Ministerie van Verkeerswegen
Ministère Affaires Etrangères,Ministerie van Buitenlandse Zaken,Aussenministerium,01.01.0001,31.12.9999,Ministerie van Buitenlandse Zaken
Conseil de guerre en campagne,Krijgsraad te velde,Kriegsgericht im Felde,01.01.0001,31.12.9999,Krijgsraad te velde
Cour militaire,Militair Gerechtshof,Militärgerichtshof,01.01.0001,31.12.9999,Militair Gerechtshof
Décédé(e),Overleden,Gestorben,01.01.0001,31.12.9999,Overleden
Radié(e) d'office,Afvoering van ambtswege,Streichung von Amtswegen,01.01.0001,31.12.9999,Afvoering van ambtswege
Dossier annulé,Geannuleerd dossier,Akte aufgehoben,01.01.0001,31.12.9999,Geannuleerd dossier
Dispensé(e) d'inscription,Vrijgesteld van inschrijving,Von der Einschreibung dispensiert,01.01.0001,31.12.9999,Vrijgesteld van inschrijving
