ID,Name,Habitants,Index,Acreage,HabitantsPerSquareKm,ProsperityIndex,Province,Latitude,Longitude,BoundingBox,Frans,Nederlands,Duits,Begin,Einde,geojson_name
290,Zonnebeke,12481,123.0,67.57,185,98.4,West-Vlaanderen,50.8731885,2.9874678,"['50.8001267', '50.9288581', '2.938162', '3.0695863']",-,Zonnebeke,-,01.01.0001,31.12.9999,Zonnebeke
291,Aywaille,12436,335.0,79.97,156,98.5,Luik,50.473482700000005,5.674216700000001,"['50.3954785', '50.5214526', '5.6238417', '5.7930427']",Aywaille,-,-,01.01.0001,31.12.9999,Aywaille
292,Hechtel-Eksel,12419,513.0,76.7,162,99.9,Limburg,51.134019200000004,5.378011900000001,"['51.087636', '51.1818823', '5.2610001', '5.4375982']",-,Hechtel-Eksel,-,02.01.1977,31.12.9999,Hechtel-Eksel
293,Laarne,12370,141.0,32.07,386,121.1,Oost-Vlaanderen,51.0406809,3.8599035400346695,"['51.0172871', '51.064098', '3.8230786', '3.8884509']",-,Laarne,-,01.01.0001,31.12.9999,Laarne
294,Anderlues,12261,381.0,17.02,720,82.8,Henegouwen,50.4079969,4.2696102,"['50.3796072', '50.4280635', '4.2278722', '4.293997']",Anderlues,-,-,01.01.0001,31.12.9999,Anderlues
295,Profondeville,12220,203.0,50.34,243,109.6,Namen,50.377577200000005,4.8684278,"['50.3428034', '50.4109012', '4.7409161', '4.9191901']",Profondeville,-,-,01.01.0001,31.12.9999,Profondeville
296,Gistel,12178,224.0,42.25,288,102.3,West-Vlaanderen,51.158250200000005,2.96708109482047,"['51.1343156', '51.1819048', '2.9213295', '3.0005196']",-,Gistel,-,01.01.0001,31.12.9999,Gistel
297,Kinrooi,12174,352.0,54.76,222,93.1,Limburg,51.14313325,5.74145646069855,"['51.1263992', '51.1611494', '5.698262', '5.7736298']",-,Kinrooi,-,01.01.0001,31.12.9999,Kinrooi
298,Steenokkerzeel,12135,334.0,23.46,517,121.9,Vlaams-Brabant,50.9093488,4.5110471,"['50.8890753', '50.9594195', '4.4577422', '4.5341245']",-,Steenokkerzeel,-,01.01.0001,31.12.9999,Steenokkerzeel
299,Rijkevorsel,12060,832.0,46.79,258,99.3,Antwerpen,51.3495046,4.760708,"['51.3126022', '51.3926581', '4.7172558', '4.8278135']",-,Rijkevorsel,-,01.01.0001,31.12.9999,Rijkevorsel
300,Theux,12031,141.0,83.36,144,107.0,Luik,50.52586075,5.81989558437528,"['50.4893761', '50.562223', '5.7524126', '5.8828321']",Theux,-,-,01.01.0001,31.12.9999,Theux
301,Kampenhout,11972,219.0,33.49,357,128.1,Vlaams-Brabant,50.94924405,4.57116308736937,"['50.9302659', '50.9681051', '4.523302', '4.6082728']",-,Kampenhout,-,01.01.0001,31.12.9999,Kampenhout
302,Deerlijk,11946,243.0,16.82,710,106.8,West-Vlaanderen,50.83878495,3.3622790229138797,"['50.8113851', '50.8660488', '3.3238517', '3.3938386']",-,Deerlijk,-,01.01.0001,31.12.9999,Deerlijk
303,Beyne-Heusay,11929,312.0,7.32,1630,88.7,Luik,50.6220566,5.6534141,"['50.611115', '50.6508573', '5.6354941', '5.6936097']",Beyne-Heusay,-,-,01.01.0001,31.12.9999,Beyne-Heusay
304,Veurne,11903,107.0,96.34,124,99.8,West-Vlaanderen,51.071042999999996,2.65488582372384,"['51.0516197', '51.0903413', '2.6009574', '2.7769063']",Furnes,Veurne,Veurne,01.01.0001,31.12.9999,Veurne
305,Bernissart,11859,144.0,43.42,273,89.2,Henegouwen,50.475502,3.6504677000000005,"['50.4422651', '50.5146555', '3.6152205', '3.7538152']",Bernissart,-,-,01.01.0001,31.12.9999,Bernissart
306,Frasnes-lez-Anvaing,11814,62.0,112.44,105,97.8,Henegouwen,50.68083725,3.6235392779588698,"['50.6259107', '50.7348232', '3.4873202', '3.7314015']",Frasnes-lez-Anvaing,-,-,02.01.1977,31.12.9999,Frasnes-lez-Anvaing
307,Chaumont-Gistoux,11798,191.0,48.09,245,130.6,Waals-Brabant,50.68398079999999,4.6974182,"['50.6525109', '50.7234338', '4.6248155', '4.7704852']",Chaumont-Gistoux,-,-,01.01.0001,31.12.9999,Chaumont-Gistoux
308,Melle,11736,418.0,15.21,771,119.0,Oost-Vlaanderen,51.003029999999995,3.7988833,"['50.9713514', '51.030899', '3.7630236', '3.8362315']",-,Melle,-,01.01.0001,31.12.9999,Melle
309,Wichelen,11672,167.0,22.87,510,112.4,Oost-Vlaanderen,51.0020843,3.9806438098973596,"['50.9802649', '51.0237913', '3.9562975', '4.0063422']",-,Wichelen,-,01.01.0001,31.12.9999,Wichelen
310,Roosdaal,11631,211.0,21.69,536,116.5,Vlaams-Brabant,50.8341383,4.0972238,"['50.8115084', '50.8586188', '4.040669', '4.1505805']",-,Roosdaal,-,02.01.1965,31.12.9999,Roosdaal
311,Nieuwpoort,11621,267.0,31.0,375,107.2,West-Vlaanderen,51.14416005,2.72839560453671,"['51.1234561', '51.1648639', '2.7000052', '2.79869']",Nieuport,Nieuwpoort,Nieuwpoort,01.01.0001,31.12.9999,Nieuwpoort
312,Nazareth,11619,148.0,35.19,330,118.2,Oost-Vlaanderen,50.959802,3.5963218,"['50.9284869', '50.9882768', '3.538598', '3.678529']",-,Nazareth,-,01.01.0001,31.12.9999,Nazareth
313,Hemiksem,11559,384.0,5.44,2126,104.1,Antwerpen,51.143019200000005,4.340982599999999,"['51.1294732', '51.1615229', '4.3231508', '4.358432']",-,Hemiksem,-,01.01.0001,31.12.9999,Hemiksem
314,Berlaar,11527,340.0,24.57,469,108.4,Antwerpen,51.10303735,4.664038763459679,"['51.0752066', '51.1306383', '4.6051395', '4.7005561']",-,Berlaar,-,01.01.0001,31.12.9999,Berlaar
315,Alken,11499,389.0,28.14,409,108.9,Limburg,50.8754731,5.3079873,"['50.8536656', '50.9103835', '5.2421351', '5.3520052']",-,Alken,-,01.01.0001,31.12.9999,Alken
316,Staden,11489,125.0,46.24,248,95.2,West-Vlaanderen,50.97048785,3.00134062318699,"['50.9416492', '50.9993295', '2.9590661', '3.0501928']",-,Staden,-,01.01.0001,31.12.9999,Staden
317,Seneffe,11433,110.0,62.77,182,107.0,Henegouwen,50.529324700000004,4.2568013,"['50.4963203', '50.6015914', '4.1862684', '4.3362831']",Seneffe,-,-,01.01.2019,31.12.9999,Seneffe
318,Retie,11396,432.0,48.39,236,103.5,Antwerpen,51.267586200000004,5.0843883000000005,"['51.2181877', '51.297743', '5.0162812', '5.1590464']",-,Retie,-,01.01.0001,31.12.9999,Retie
319,Durbuy,11395,144.0,156.61,73,90.4,Luxemburg,50.3524116,5.456248,"['50.2989035', '50.430377', '5.3417016', '5.6365246']",Durbuy,-,-,01.01.0001,31.12.9999,Durbuy
320,Virton,11332,160.0,94.49,120,94.7,Luxemburg,49.5677263,5.5329559,"['49.5059543', '49.6394297', '5.5014019', '5.644178']",Virton,-,-,01.01.0001,31.12.9999,Virton
321,Hoeilaart,11321,486.0,20.43,554,123.1,Vlaams-Brabant,50.7674846,4.474407,"['50.7351488', '50.7826953', '4.4052019', '4.5115336']",-,Hoeilaart,-,01.01.0001,31.12.9999,Hoeilaart
322,Farciennes,11316,572.0,10.39,1090,63.4,Henegouwen,50.4318404,4.5465179000000004,"['50.413497', '50.4509673', '4.5174142', '4.5797193']",Farciennes,-,-,01.01.0001,31.12.9999,Farciennes
323,Florennes,11310,139.0,133.55,85,91.7,Namen,50.2514227,4.603018700000001,"['50.1977222', '50.323089', '4.5047793', '4.7882541']",Florennes,-,-,01.01.0001,31.12.9999,Florennes
324,Libramont-Chevigny,11276,290.0,177.86,63,97.3,Luxemburg,49.9156327,5.376200700000001,"['49.875493', '50.0255271', '5.291465', '5.5532116']",Libramont-Chevigny,-,-,02.01.1977,31.12.9999,Libramont-Chevigny
325,Moorslede,11250,143.0,35.34,318,97.8,West-Vlaanderen,50.89006565,3.07320759726416,"['50.8523123', '50.9279659', '3.0273331', '3.1174715']",-,Moorslede,-,01.01.0001,31.12.9999,Moorslede
326,Vosselaar,11187,1.2919999999999998,11.85,944,120.7,Antwerpen,51.3129153,4.8878026,"['51.2850783', '51.327181', '4.8371406', '4.914534']",-,Vosselaar,-,01.01.0001,31.12.9999,Vosselaar
327,De Panne,11176,874.0,23.9,468,101.2,West-Vlaanderen,51.09437775,2.5806696887141203,"['51.0759279', '51.1133479', '2.5416488', '2.6176852']",La Panne,De Panne,De Panne,01.01.0001,31.12.9999,De Panne
328,Ecaussines,11159,176.0,34.77,321,96.8,Henegouwen,,,,,,,,,
329,Grobbendonk,11155,628.0,28.36,393,112.4,Antwerpen,51.191990399999995,4.738502700000001,"['51.1495237', '51.2162507', '4.6924603', '4.7930868']",-,Grobbendonk,-,01.01.0001,31.12.9999,Grobbendonk
330,Oud-Heverlee,11112,459.0,31.14,357,144.4,Vlaams-Brabant,50.8376275,4.6629252999999995,"['50.790988', '50.8522314', '4.6321112', '4.746464']",-,Oud-Heverlee,-,01.01.0001,31.12.9999,Oud-Heverlee
331,Kelmis,11108,186.0,18.12,613,89.6,Luik,50.715495700000005,6.0133410000000005,"['50.6915553', '50.7542877', '5.9817358', '6.0616666']",La Calamine,Kelmis,Kelmis,01.01.0001,31.12.9999,La Calamine
332,Ingelmunster,10996,192.0,16.16,681,101.4,West-Vlaanderen,50.92196635,3.26171897393295,"['50.896567', '50.9472718', '3.2296901', '3.2975138']",-,Ingelmunster,-,01.01.0001,31.12.9999,Ingelmunster
333,Damme,10993,145.0,89.52,123,112.1,West-Vlaanderen,51.2553021,3.2920911130762005,"['51.231586', '51.2788761', '3.2597053', '3.3342892']",-,Damme,-,01.01.0001,31.12.9999,Damme
334,Rebecq,10979,237.0,39.08,281,101.3,Waals-Brabant,50.6645894,4.1355466,"['50.6293853', '50.7169781', '4.0917811', '4.1809909']",Rebecq,-,-,02.01.1977,31.12.9999,Rebecq
335,Borgloon,10906,198.0,51.12,213,103.1,Limburg,50.8004351,5.357070017046451,"['50.7785297', '50.8222383', '5.3039619', '5.3807698']",Looz,Borgloon,Borgloon,01.01.0001,31.12.9999,Borgloon
336,Ham,10897,476.0,32.69,333,102.1,Limburg,51.1054908,5.1609815,"['51.0737636', '51.1405323', '5.0949843', '5.2303645']",-,Ham,-,02.01.1977,31.12.9999,Ham
337,Meulebeke,10860,122.0,29.35,370,98.2,West-Vlaanderen,50.9484788,3.2859605761212003,"['50.9191312', '50.9779149', '3.2281729', '3.3526896']",-,Meulebeke,-,01.01.0001,31.12.9999,Meulebeke
338,Borsbeek,10854,2.079,3.92,2770,104.9,Antwerpen,51.1928907,4.4889529999999995,"['51.1805746', '51.2038369', '4.4701749', '4.5090754']",-,Borsbeek,-,01.01.0001,31.12.9999,Borsbeek
339,Waasmunster,10801,201.0,31.93,338,123.3,Oost-Vlaanderen,51.109714700000005,4.0842158,"['51.0909356', '51.146286', '4.0122704', '4.1416769']",-,Waasmunster,-,01.01.0001,31.12.9999,Waasmunster
340,Raeren,10759,207.0,74.21,145,109.0,Luik,50.6761305,6.1108404,"['50.6006301', '50.7239635', '6.0403561', '6.2623111']",,,,,,
341,Tielt-Winge,10747,259.0,44.16,243,117.1,Vlaams-Brabant,50.935286700000006,4.9100433,"['50.8802653', '50.9632257', '4.8429537', '4.9518307']",-,Tielt-Winge,-,01.01.1977,31.12.9999,Tielt-Winge
342,Aiseau-Presles,10743,351.0,22.19,484,85.8,Henegouwen,50.4065228,4.584080999999999,"['50.3666404', '50.4386628', '4.5303115', '4.6170433']",Aiseau-Presles,-,-,02.01.1977,31.12.9999,Aiseau-Presles
343,Villers-la-Ville,10702,200.0,47.45,226,113.6,Waals-Brabant,50.5727351,4.5342675,"['50.5254079', '50.6014877', '4.4535266', '4.5908744']",Villers-la-Ville,-,-,01.01.0001,31.12.9999,Villers-la-Ville
344,De Pinte,10683,741.0,17.98,594,140.8,Oost-Vlaanderen,50.99270345,3.6518025759649104,"['50.9712287', '51.0143512', '3.623631', '3.6846268']",-,De Pinte,-,01.01.0001,31.12.9999,De Pinte
345,Kasteelbrakel,10549,276.0,22.7,465,116.0,Waals-Brabant,50.68088165,4.2666690726131895,"['50.6588054', '50.7004388', '4.2376013', '4.3033516']",Braine-le-Château,Kasteelbrakel,-,01.01.0001,31.12.9999,Braine-le-Château
346,Court-Saint-Étienne,10540,414.0,26.64,396,113.7,Waals-Brabant,50.644320799999996,4.568576599999999,"['50.5959988', '50.6582858', '4.5121918', '4.6113236']",,,,,,
347,Niel,10501,313.0,5.27,1992,100.4,Antwerpen,51.1098649,4.330339599999999,"['51.0951403', '51.1160405', '4.3079884', '4.3632067']",-,Niel,-,01.01.0001,31.12.9999,Niel
348,Steenput,10478,133.0,31.75,330,92.6,Henegouwen,50.7059794,3.2640184,"['50.6527959', '50.7222306', '3.2400682', '3.3398904']",,,,,,
349,Blieberg,10459,220.0,53.18,197,90.2,Luik,50.7377318,5.9611134,"['50.6785816', '50.7624752', '5.8833347', '6.021009']",,,,,,
350,Hulshout,10424,551.0,17.35,601,106.8,Antwerpen,51.07497005,4.79671488015621,"['51.061194', '51.0885818', '4.7668664', '4.8321233']",-,Hulshout,-,01.01.0001,31.12.9999,Hulshout
351,Fosses-la-Ville,10388,223.0,63.24,164,96.2,Namen,50.395951200000006,4.6978935,"['50.3582784', '50.4281664', '4.5844305', '4.7989821']",Fosses-la-Ville,-,-,01.01.0001,31.12.9999,Fosses-la-Ville
352,Jurbeke,10383,155.0,57.86,179,109.6,Henegouwen,50.532506700000006,3.9113179,"['50.4886638', '50.5553709', '3.7999283', '3.9964931']",Jurbise,Jurbeke,-,01.01.0001,31.12.9999,Jurbise
353,Meerhout,10361,285.0,36.29,286,104.9,Antwerpen,51.1317433,5.0772388,"['51.0980441', '51.1595502', '5.0111941', '5.1302243']",-,Meerhout,-,01.01.0001,31.12.9999,Meerhout
354,Sint-Lievens-Houtem,10342,173.0,26.67,388,113.6,Oost-Vlaanderen,50.9206903,3.8601373,"['50.9025424', '50.9548297', '3.8234794', '3.9377746']",-,Sint-Lievens-Houtem,-,01.01.0001,31.12.9999,Sint-Lievens-Houtem
355,Spa,10229,259.0,39.85,257,96.9,Luik,50.492083799999996,5.8626233,"['50.4336762', '50.5120846', '5.8153032', '5.9317147']",Spa,-,-,01.01.0001,31.12.9999,Spa
356,Avelgem,10158,114.0,21.75,467,98.7,West-Vlaanderen,50.775456299999995,3.4470148000000003,"['50.7402593', '50.8146462', '3.3901439', '3.5234452']",-,Avelgem,-,01.01.0001,31.12.9999,Avelgem
357,Begijnendijk,10114,341.0,17.62,574,118.4,Vlaams-Brabant,51.02422075,4.7826422262580195,"['51.0094302', '51.0389769', '4.7530552', '4.8112978']",-,Begijnendijk,-,01.01.0001,31.12.9999,Begijnendijk
358,Montigny-le-Tilleul,10112,439.0,15.1,670,113.7,Henegouwen,50.3791631,4.3796745,"['50.3550875', '50.4042678', '4.3350667', '4.417827']",Montigny-le-Tilleul,-,-,01.01.0001,31.12.9999,Montigny-le-Tilleul
359,Houthulst,10098,148.0,55.89,181,94.1,West-Vlaanderen,50.97393945,2.94381718787169,"['50.9487062', '50.999135', '2.9219087', '2.973724']",-,Houthulst,-,01.01.0001,31.12.9999,Houthulst
360,Bierbeek,10083,208.0,39.73,254,137.0,Vlaams-Brabant,50.824124499999996,4.77143180760294,"['50.7880884', '50.8601701', '4.6912135', '4.8157869']",-,Bierbeek,-,01.01.0001,31.12.9999,Bierbeek
361,Holsbeek,10019,234.0,38.5,260,125.7,Vlaams-Brabant,50.92172015,4.7557296717685995,"['50.9060797', '50.9375187', '4.7156321', '4.7853378']",-,Holsbeek,-,01.01.0001,31.12.9999,Holsbeek
362,Bertem,10007,267.0,29.75,336,128.7,Vlaams-Brabant,50.865984600000004,4.6306262,"['50.8184205', '50.8909722', '4.5461659', '4.6600002']",-,Bertem,-,01.01.0001,31.12.9999,Bertem
363,Erquelinnes,10003,204.0,44.23,226,81.5,Henegouwen,50.3101002,4.1218718,"['50.2564012', '50.3496419', '4.0427878', '4.2199615']",Erquelinnes,-,-,01.01.0001,31.12.9999,Erquelinnes
364,Welkenraedt,10002,544.0,24.47,409,98.4,Luik,50.660778799999996,5.973278400000001,"['50.6263556', '50.6994342', '5.8847187', '6.0009979']",Welkenraedt,-,-,01.01.0001,31.12.9999,Welkenraedt
365,Hooglede,9987,125.0,37.84,264,104.5,West-Vlaanderen,50.98218015,3.0687215849638796,"['50.957281', '51.0072267', '3.0184393', '3.1133849']",-,Hooglede,-,01.01.0001,31.12.9999,Hooglede
366,Neupré,9923,407.0,31.69,313,130.5,Luik,50.5431751,5.490107900000001,"['50.5201268', '50.5717718', '5.4226823', '5.5546811']",Neupré,-,-,03.01.1977,31.12.9999,Neupré
367,Huldenberg,9921,193.0,39.64,250,124.2,Vlaams-Brabant,50.7950895,4.582858740002799,"['50.7726537', '50.8175261', '4.5553186', '4.627879']",-,Huldenberg,-,01.01.0001,31.12.9999,Huldenberg
368,Wijnegem,9816,902.0,7.86,1249,115.0,Antwerpen,51.2270761,4.5225318,"['51.215625', '51.242163', '4.479944', '4.5530872']",-,Wijnegem,-,01.01.0001,31.12.9999,Wijnegem
369,Chimay,9805,111.0,197.1,50,83.1,Henegouwen,50.047926600000004,4.317333799999999,"['49.9417427', '50.1299353', '4.1966693', '4.4460853']",Chimay,-,-,01.01.0001,31.12.9999,Chimay
370,Pepinster,9772,311.0,24.79,394,90.7,Luik,50.5675217,5.803710099999999,"['50.5389028', '50.6033735', '5.7514528', '5.8554179']",Pepinster,-,-,01.01.0001,31.12.9999,Pepinster
371,Sankt Vith,9722,132.0,146.93,66,98.6,Luik,50.280388099999996,6.1258953,"['50.2301068', '50.3528384', '5.978663', '6.3090275']",Saint-Vith,Sankt Vith,Sankt Vith,01.01.0001,31.12.9999,Saint-Vith
372,Ledegem,9695,130.0,24.76,392,97.6,West-Vlaanderen,50.8535723,3.126416,"['50.8476974', '50.8924951', '3.0946306', '3.2085713']",-,Ledegem,-,01.01.0001,31.12.9999,Ledegem
373,Hoeselt,9688,319.0,30.02,323,101.9,Limburg,50.85007879999999,5.4865309,"['50.8137382', '50.8884335', '5.4291176', '5.5133273']",-,Hoeselt,-,01.01.0001,31.12.9999,Hoeselt
374,Wielsbeke,9641,202.0,21.76,443,98.5,West-Vlaanderen,50.91140755,3.36040374889668,"['50.8953882', '50.9279264', '3.3243746', '3.388783']",-,Wielsbeke,-,01.01.0001,31.12.9999,Wielsbeke
375,Dessel,9598,495.0,27.03,355,102.6,Antwerpen,51.2395713,5.113243,"['51.2186932', '51.2697126', '5.0499484', '5.1855713']",-,Dessel,-,01.01.0001,31.12.9999,Dessel
376,Les Bons Villers,9451,164.0,42.55,222,113.0,Henegouwen,50.5226424,4.4763492,"['50.4757489', '50.56466', '4.3729668', '4.5131967']",Les Bons Villers,-,-,02.01.1977,31.12.9999,Les Bons Villers
377,Halen,9427,326.0,36.29,260,107.0,Limburg,50.9384339,5.10739134444554,"['50.909013', '50.967728', '5.0415122', '5.1344437']",-,Halen,-,01.01.0001,31.12.9999,Halen
378,Kapelle-op-den-Bos,9413,406.0,15.25,617,119.9,Vlaams-Brabant,51.01237055,4.35804460544657,"['50.9964979', '51.0282623', '4.3428273', '4.3903588']",-,Kapelle-op-den-Bos,-,01.01.0001,31.12.9999,Kapelle-op-den-Bos
379,Oudenburg,9381,235.0,35.38,265,104.2,West-Vlaanderen,51.20118315,3.00610895201816,"['51.1780504', '51.2244607', '2.9362393', '3.0414501']",-,Oudenburg,-,01.01.0001,31.12.9999,Oudenburg
380,Awans,9318,240.0,27.16,343,105.1,Luik,50.666971200000006,5.4620017999999995,"['50.6585351', '50.7390832', '5.4206526', '5.491373']",Awans,-,-,01.01.0001,31.12.9999,Awans
381,Perwijs,9303,157.0,50.81,183,109.4,Waals-Brabant,50.6234469,4.813471900000001,"['50.5884824', '50.6796949', '4.733211', '4.8517506']",Perwez,Perwijs,-,01.01.0001,31.12.9999,Perwez
382,Juprelle,9295,238.0,35.36,263,107.9,Luik,50.7106926,5.5290689,"['50.6785182', '50.7493751', '5.4782625', '5.5994586']",Juprelle,-,-,01.01.0001,31.12.9999,Juprelle
383,Philippeville,9289,150.0,156.71,59,90.8,Namen,50.196267999999996,4.5436078,"['50.090652', '50.2314285', '4.476171', '4.729962']",Philippeville,-,-,01.01.0001,31.12.9999,Philippeville
384,La Bruyère,9276,180.0,52.98,175,117.1,Namen,50.50564310000001,4.8042057,"['50.4868749', '50.5733553', '4.7445553', '4.8985075']",La Bruyère,-,-,03.01.1977,31.12.9999,La Bruyère
385,Gooik,9170,132.0,39.7,231,120.1,Vlaams-Brabant,50.797973799999994,4.102984067451089,"['50.7795272', '50.8164252', '4.0531028', '4.145169']",-,Gooik,-,01.01.0001,31.12.9999,Gooik
386,Yvoir,9167,229.0,56.84,161,105.6,Namen,50.3260425,4.877815,"['50.2807831', '50.3640931', '4.8537458', '5.0247884']",Yvoir,-,-,01.01.0001,31.12.9999,Yvoir
387,Beauraing,9159,137.0,174.55,52,87.0,Namen,50.1101971,4.9567402000000005,"['50.0174934', '50.1652724', '4.819088', '5.0807885']",Beauraing,-,-,01.01.0001,31.12.9999,Beauraing
388,Lennik,9074,206.0,30.8,295,128.3,Vlaams-Brabant,50.8085632,4.1648626,"['50.7796631', '50.8432091', '4.1088986', '4.2116835']",-,Lennik,-,01.01.1977,31.12.9999,Lennik
389,Herenthout,9061,377.0,23.55,385,105.0,Antwerpen,51.139242700000004,4.7543972000000005,"['51.1117448', '51.1646059', '4.7141128', '4.8104931']",-,Herenthout,-,01.01.0001,31.12.9999,Herenthout
390,Ardooie,9056,94.0,34.58,262,103.0,West-Vlaanderen,50.9797876,3.1974259,"['50.9597876', '50.9997876', '3.1774259', '3.2174259']",-,Ardooie,-,01.01.1977,31.12.9999,Ardooie
391,Lichtervelde,8926,149.0,25.93,344,100.8,West-Vlaanderen,51.03033065,3.14227177153376,"['50.9915884', '51.0687806', '3.0976196', '3.183481']",-,Lichtervelde,-,01.01.0001,31.12.9999,Lichtervelde
392,Orp-Jauche,8924,125.0,50.5,177,107.0,Waals-Brabant,50.7001001,4.9889872,"['50.6395361', '50.7419849', '4.910992', '5.0172965']",Orp-Jauche,-,-,01.01.1977,31.12.9999,Orp-Jauche
393,Bitsingen,8905,123.0,38.17,233,100.0,Luik,50.7583596,5.609477200000001,"['50.7306901', '50.8077497', '5.5193829', '5.6873239']",Bassenge,Bitsingen,-,01.01.0001,31.12.9999,Bassenge
394,Bertrix,8793,184.0,137.7,64,88.0,Luxemburg,49.8546564,5.2529265999999994,"['49.7713996', '49.9322541', '5.1581888', '5.3664166']",Bertrix,-,-,01.01.0001,31.12.9999,Bertrix
395,Koekelare,8777,156.0,39.19,224,96.5,West-Vlaanderen,51.09122995,2.96813958641654,"['51.0535536', '51.1288267', '2.9290348', '3.0145293']",-,Koekelare,-,01.01.0001,31.12.9999,Koekelare
396,Galmaarden,8746,130.0,34.93,250,115.6,Vlaams-Brabant,50.757301299999995,3.95689999596193,"['50.7348186', '50.7797248', '3.9310356', '3.9862394']",Gammerages,Galmaarden,Galmaarden,01.01.0001,31.12.9999,Galmaarden
397,Lint,8718,652.0,5.57,1564,124.0,Antwerpen,51.1268305,4.4922187000000005,"['51.1155908', '51.1424046', '4.4722332', '4.5272758']",-,Lint,-,01.01.0001,31.12.9999,Lint
398,Le Roeulx,8716,137.0,42.8,204,102.8,Henegouwen,50.503403399999996,4.112245,"['50.4626109', '50.5468161', '4.0392041', '4.1862507']",Le Roeulx,-,-,01.01.0001,31.12.9999,Le Roeulx
399,Merksplas,8600,564.0,44.56,193,103.1,Antwerpen,51.3580597,4.8627541,"['51.336506', '51.4123307', '4.8080969', '4.933361']",-,Merksplas,-,01.01.0001,31.12.9999,Merksplas
400,Jalhay,8585,182.0,107.75,80,109.8,Luik,50.559252799999996,5.9647526,"['50.466583', '50.5939467', '5.878022', '6.0733788']",Jalhay,-,-,01.01.0001,31.12.9999,Jalhay
401,Dentergem,8555,116.0,25.94,330,100.9,West-Vlaanderen,50.96614065,3.40193622007735,"['50.9506515', '50.981693', '3.3611074', '3.4441843']",-,Dentergem,-,01.01.0001,31.12.9999,Dentergem
402,Schelle,8518,583.0,7.8,1092,114.7,Antwerpen,51.1245635,4.3361875,"['51.1127039', '51.1347163', '4.3086321', '4.3766262']",-,Schelle,-,01.01.0001,31.12.9999,Schelle
403,Zoutleeuw,8480,193.0,46.73,181,108.4,Vlaams-Brabant,50.8415653,5.11864474801466,"['50.8164529', '50.8665813', '5.0902346', '5.1487959']",Léau,Zoutleeuw,Zoutleeuw,01.01.0001,31.12.9999,Zoutleeuw
404,Kortessem,8442,227.0,33.9,249,107.4,Limburg,50.8600026,5.386571900000001,"['50.8077731', '50.8834474', '5.3524615', '5.4501365']",-,Kortessem,-,01.01.0001,31.12.9999,Kortessem
405,Sombreffe,8440,161.0,35.78,236,102.2,Namen,50.5225432,4.5991932,"['50.4839382', '50.5696202', '4.557379', '4.6449393']",Sombreffe,-,-,01.01.0001,31.12.9999,Sombreffe
406,Habay,8409,114.0,103.64,81,107.6,Luxemburg,49.73558035,5.593251432517401,"['49.6868629', '49.7838008', '5.5001272', '5.7132222']",Habay,-,-,03.01.1977,31.12.9999,Habay
407,Gingelom,8405,180.0,56.49,149,109.4,Limburg,50.7513838,5.13257894754343,"['50.7353144', '50.7675761', '5.1015377', '5.1617729']",-,Gingelom,-,01.01.0001,31.12.9999,Gingelom
408,Sint-Martens-Latem,8392,340.0,14.34,585,159.0,Oost-Vlaanderen,51.020971,3.6397549,"['50.981746', '51.0353866', '3.5911288', '3.6550956']",-,Sint-Martens-Latem,-,01.01.0001,31.12.9999,Sint-Martens-Latem
409,Opzullik,8324,94.0,67.68,123,110.1,Henegouwen,50.6484543,3.9235921,"['50.5902435', '50.6954989', '3.8765388', '4.0667533']",Silly,Opzullik,,01.01.2019,31.12.9999,Silly
410,Boutersem,8242,222.0,30.75,268,124.8,Vlaams-Brabant,50.8473461,4.83361780525583,"['50.8344946', '50.8602425', '4.8099156', '4.8594739']",-,Boutersem,-,01.01.0001,31.12.9999,Boutersem
411,Messancy,8218,200.0,52.43,157,116.7,Luxemburg,49.5949862,5.8145736,"['49.5718621', '49.6600036', '5.7287981', '5.880087']",Messancy,-,-,01.01.0001,31.12.9999,Messancy
412,As,8202,1.376,22.07,372,101.3,Limburg,51.0005396,5.57220258524623,"['50.9773424', '51.023784', '5.52822', '5.6036676']",-,As,-,01.01.0001,31.12.9999,As
413,Trooz,8199,197.0,24.2,339,101.3,Luik,50.5728102,5.688372599999999,"['50.5468299', '50.595343', '5.6408583', '5.773668']",Trooz,-,-,16.02.1977,31.12.9999,Trooz
414,Zwalm,8148,113.0,33.82,241,117.4,Oost-Vlaanderen,50.879330700000004,3.7193339999999995,"['50.8331257', '50.9120071', '3.6677504', '3.7673646']",-,Zwalm,-,13.09.1977,31.12.9999,Zwalm
415,Floreffe,8144,211.0,38.89,209,105.2,Namen,50.4348064,4.758878,"['50.3928824', '50.4719129', '4.6951825', '4.8296116']",Floreffe,-,-,01.01.0001,31.12.9999,Floreffe
416,Quévy,8138,114.0,65.16,125,102.3,Henegouwen,50.3667226,3.9439032999999997,"['50.3269556', '50.4086835', '3.8608423', '4.0555819']",Quévy,-,-,02.01.1977,31.12.9999,Quévy
417,Hove,8125,1.306,5.99,1357,143.3,Antwerpen,51.148611700000004,4.477387,"['51.1304268', '51.1632549', '4.4581444', '4.5104145']",-,Hove,-,01.01.0001,31.12.9999,Hove
418,Brunehaut,8080,97.0,46.11,175,89.9,Henegouwen,50.5175505,3.3873002999999997,"['50.4910892', '50.5674244', '3.3213658', '3.4706071']",Brunehaut,-,-,01.01.1977,31.12.9999,Brunehaut
